Date,"5    Home Sold As Foreclosure - Ratio - All Homes
Name: INDICATOR, dtype: object","6    Inventory Measure (Public)
Name: INDICATOR, dtype: object","7    Inventory Measure - SSA (Public)
Name: INDICATOR, dtype: object","9    Listings Price Cuts (SA) All Homes
Name: INDICATOR, dtype: object","11    Listings Price Cuts (SA) Condominiums
Name: INDICATOR, dtype: object","13    Listings Price Cuts (SA) Single-Family Residence
Name: INDICATOR, dtype: object","16    Median Listing Price - All Homes
Name: INDICATOR, dtype: object","17    Median Listing Price - Condo/Co-op
Name: INDICATOR, dtype: object","18    Median Listing Price - Duplex/Triplex
Name: INDICATOR, dtype: object","19    Median Listing Price - Five Or More Bedrooms
Name: INDICATOR, dtype: object","20    Median Listing Price - Four Bedrooms
Name: INDICATOR, dtype: object","21    Median Listing Price - One Bedroom
Name: INDICATOR, dtype: object","22    Median Listing Price - Single-Family Residence
Name: INDICATOR, dtype: object","23    Median Listing Price - Three Bedrooms
Name: INDICATOR, dtype: object","24    Median Listing Price - Two Bedrooms
Name: INDICATOR, dtype: object","25    Median Listing Price Per Square Foot - All Homes
Name: INDICATOR, dtype: object","26    Median Listing Price Per Square Foot - Condo/C...
Name: INDICATOR, dtype: object","27    Median Listing Price Per Square Foot - Duplex/...
Name: INDICATOR, dtype: object","28    Median Listing Price Per Square Foot - Five Or...
Name: INDICATOR, dtype: object","29    Median Listing Price Per Square Foot - Four Be...
Name: INDICATOR, dtype: object","30    Median Listing Price Per Square Foot - One Bed...
Name: INDICATOR, dtype: object","31    Median Listing Price Per Square Foot - Single-...
Name: INDICATOR, dtype: object","32    Median Listing Price Per Square Foot - Three B...
Name: INDICATOR, dtype: object","33    Median Listing Price Per Square Foot - Two Bed...
Name: INDICATOR, dtype: object","34    Median Price Cut Dollar - All Homes
Name: INDICATOR, dtype: object","35    Median Price Cut Dollar - Condo
Name: INDICATOR, dtype: object","36    Median Price Cut Dollar - Single-Family Residence
Name: INDICATOR, dtype: object","37    Median Price Of Reduction - All Homes
Name: INDICATOR, dtype: object","38    Median Price Of Reduction - Condo
Name: INDICATOR, dtype: object","39    Median Price Of Reduction - Single-Family Resi...
Name: INDICATOR, dtype: object","40    Median Rental Price - All Homes
Name: INDICATOR, dtype: object","41    Median Rental Price - Condo/Co-op
Name: INDICATOR, dtype: object","42    Median Rental Price - Duplex/Triplex
Name: INDICATOR, dtype: object","43    Median Rental Price - Five Or More Bedrooms
Name: INDICATOR, dtype: object","44    Median Rental Price - Four Bedrooms
Name: INDICATOR, dtype: object","45    Median Rental Price - Multi-Family Residence
Name: INDICATOR, dtype: object","46    Median Rental Price - One Bedroom
Name: INDICATOR, dtype: object","47    Median Rental Price - Single-Family Residence
Name: INDICATOR, dtype: object","48    Median Rental Price - Studio
Name: INDICATOR, dtype: object","49    Median Rental Price - Three Bedrooms
Name: INDICATOR, dtype: object","50    Median Rental Price - Two Bedrooms
Name: INDICATOR, dtype: object","51    Median Rental Price Per Square Foot - All Homes
Name: INDICATOR, dtype: object","52    Median Rental Price Per Square Foot - Condo/Co-op
Name: INDICATOR, dtype: object","53    Median Rental Price Per Square Foot - Duplex/T...
Name: INDICATOR, dtype: object","54    Median Rental Price Per Square Foot - Five Or ...
Name: INDICATOR, dtype: object","55    Median Rental Price Per Square Foot - Four Bed...
Name: INDICATOR, dtype: object","56    Median Rental Price Per Square Foot - Multi-Fa...
Name: INDICATOR, dtype: object","57    Median Rental Price Per Square Foot - One Bedroom
Name: INDICATOR, dtype: object","58    Median Rental Price Per Square Foot - Single-F...
Name: INDICATOR, dtype: object","59    Median Rental Price Per Square Foot - Studio
Name: INDICATOR, dtype: object","60    Median Rental Price Per Square Foot - Three Be...
Name: INDICATOR, dtype: object","61    Median Rental Price Per Square Foot - Two Bedr...
Name: INDICATOR, dtype: object","62    Median Sold Price - All Homes
Name: INDICATOR, dtype: object","63    Median Sold Price Per Square Foot - All Homes
Name: INDICATOR, dtype: object","64    Median Sold Price Per Square Foot - Condo
Name: INDICATOR, dtype: object","65    Median Sold Price Per Square Foot - Single-Fam...
Name: INDICATOR, dtype: object","66    Median Value Per Square Foot - All Homes
Name: INDICATOR, dtype: object","68    Percent Of Homes Decreasing In Values - All Homes
Name: INDICATOR, dtype: object","69    Percent Of Homes Increasing In Values - All Homes
Name: INDICATOR, dtype: object","70    Percent Of Homes Selling For Gain - All Homes
Name: INDICATOR, dtype: object","71    Percent Of Homes Selling For Loss - All Homes
Name: INDICATOR, dtype: object","72    Percent Of Listings With Price Reductions - Al...
Name: INDICATOR, dtype: object","74    Percent Of Listings With Price Reductions - Condo
Name: INDICATOR, dtype: object","76    Percent Of Listings With Price Reductions - Si...
Name: INDICATOR, dtype: object","78    Percent Transactions That Are Previously Forec...
Name: INDICATOR, dtype: object","79    Price To Rent Ratio - All Homes
Name: INDICATOR, dtype: object","80    Turnover - All Homes
Name: INDICATOR, dtype: object","81    Unsold Renos - All Homes
Name: INDICATOR, dtype: object","82    Zillow Home Value Index - All Homes
Name: INDICATOR, dtype: object","84    Zillow Home Value Index - Bottom Tier Year-Ove...
Name: INDICATOR, dtype: object","85    Zillow Home Value Index - Bottom Tier
Name: INDICATOR, dtype: object","86    Zillow Home Value Index - Condo
Name: INDICATOR, dtype: object","87    Zillow Home Value Index - Five Or More Bedrooms
Name: INDICATOR, dtype: object","88    Zillow Home Value Index - Four Bedrooms
Name: INDICATOR, dtype: object","89    Zillow Home Value Index - Middle Tier - Year-O...
Name: INDICATOR, dtype: object","90    Zillow Home Value Index - Middle Tier
Name: INDICATOR, dtype: object","91    Zillow Home Value Index - One Bedroom
Name: INDICATOR, dtype: object","92    Zillow Home Value Index - Single-Family Residence
Name: INDICATOR, dtype: object","93    Zillow Home Value Index - Three Bedrooms
Name: INDICATOR, dtype: object","94    Zillow Home Value Index - Top Tier - Year-Over...
Name: INDICATOR, dtype: object","95    Zillow Home Value Index - Top Tier
Name: INDICATOR, dtype: object","96    Zillow Home Value Index - Two Bedrooms
Name: INDICATOR, dtype: object","98    Zillow Rental Index - All Homes Plus Multi-Family
Name: INDICATOR, dtype: object","100    Zillow Rental Index - All Homes
Name: INDICATOR, dtype: object","102    Zillow Rental Index - Multi-Family Residence
Name: INDICATOR, dtype: object","104    Zillow Rental Index - Single-Family Residence
Name: INDICATOR, dtype: object","105    Zillow Rental Index Per Square Foot - All Homes
Name: INDICATOR, dtype: object"
8/31/1999,0.4183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227450,165.7046,203.3468,157.4159,159,5.39,91.68,,,,,,0.5718,,6.0928,,233300,0.099794942,160900,160200,322200,290900,0.130877363,233300,139800,242600,243700,0.123800681,363100,197300,,,,,
9/30/1999,0.5986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228250,165.5235,201.8506,158.5007,161,4.39,93.1,,,,,,0.8246,,6.0708,,235500,0.098715348,162500,161500,325400,293900,0.12625538,235500,141000,245000,246100,0.118240147,366000,199400,,,,,
10/31/1999,0.5819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229275,165.432,203.5935,157.9405,162,5.08,92.17,,,,,,0.5847,,6.0048,,237800,0.098996656,164300,163000,328900,297000,0.122227466,237800,142300,247500,248700,0.114027149,369300,201800,,,,,
11/30/1999,0.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234690,168.897,207.5932,158.6754,164,4.8,92.65,,,,,,0.535,,5.9657,,240200,0.100662252,166200,164800,332600,300400,0.118770377,240200,143700,250200,251400,0.111740167,373100,204300,,,,,
12/31/1999,0.2855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232420,170.6282,207.0801,160.0702,166,4.91,92.44,,,,,,0.3731,,5.958,,242700,0.105124836,168200,166900,336700,303900,0.116889093,242700,145100,253000,254300,0.111012956,377300,206900,,,,,
1/31/2000,0.3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235824.5,172.9738,217.3793,159.5554,168,3.75,94.51,,,,,,0.2625,,5.9443,,245300,0.109517601,170200,169200,340800,307300,0.116522531,245300,146700,256000,257200,0.112438101,381900,209500,,,,,
2/29/2000,0.7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240768,174.5524,221.2473,160.6811,170,3.58,94.73,,,,,,0.5042,,5.9646,,247900,0.116007777,172200,171500,344800,310600,0.11767358,247900,148200,258800,260200,0.115661956,386800,212000,,,,,
3/31/2000,0.5894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248742.5,179.5864,226.3371,164.4809,172,3.7,94.74,,,,,,0.6101,,5.9498,,250300,0.121778351,174100,173700,348600,313700,0.118909253,250300,149700,261600,262900,0.120102945,391700,214400,,,,,
4/30/2000,0.3816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250150,184.1442,228.4932,169.6095,174,3.51,94.84,,,,,,0.4324,,5.9097,,252800,0.126841768,175900,175800,352100,316600,0.121064302,252800,151200,264200,265600,0.125070902,396700,216600,,,,,
5/31/2000,0.2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255250,187.5398,239.3881,172.6689,176,3.99,94.17,,,,,,0.2068,,5.891,,255200,0.130490134,177600,177700,355500,319100,0.122251539,255200,152700,266800,268200,0.130312412,401600,218700,,,,,
6/30/2000,0.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257470,187.9657,246.0132,172.7337,178,4.61,93.21,,,,,,0.2044,,5.8244,,257500,0.132111252,179100,179600,358600,321500,0.122982992,257500,154200,269100,270500,0.135233305,406300,220700,,,,,
7/31/2000,0.3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254384,188.4654,247.7829,174.4475,179,4.79,92.76,,,,,,0.2873,,5.7331,,259600,0.132288401,180600,181400,361400,323500,0.122351924,259600,155700,271200,272700,0.138973648,410600,222400,,,,,
8/31/2000,0.4155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251236,187.6962,233.9719,176.2409,180,4.37,93.35,,,,,,0.5709,,5.7172,,261500,0.131137352,182000,183100,363900,325400,0.120874411,261500,157200,273100,274600,0.141558799,414500,224000,,,,,
9/30/2000,0.4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249500,186.8344,235.7224,175.4032,182,4.04,93.73,,,,,,0.6309,,5.6803,,263300,0.127384615,183200,184700,366200,327200,0.118046709,263300,158800,274800,276200,0.141803279,417900,225400,,,,,
10/31/2000,0.3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249600,186.048,237.0814,173.6093,183,4.77,92.58,,,,,,0.6771,,5.7095,,265000,0.122337188,184400,186200,368300,329000,0.114381833,265000,160300,276500,277900,0.140265367,421100,226700,,,,,
11/30/2000,0.3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249815,185.2822,238.3388,173.5596,184,5.51,91.43,,,,,,0.5301,,5.6814,,266600,0.11612515,185500,187700,370500,331100,0.10990841,266600,161900,278200,279500,0.1369606,424200,228000,,,,,
12/31/2000,0.1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247460,182.837,234.8315,170.1173,185,5.76,91.14,,,,,,0.8111,,5.6276,,268300,0.109393579,186600,189100,372600,333300,0.105480016,268300,163500,279900,281200,0.1322555,427200,229200,,,,,
1/31/2001,0.1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240732.5,179.827,228.5207,163.0892,187,6.02,90.07,95.31,4.69,,,,0.6365,,5.6122,,269900,0.103407756,187800,190500,374600,335500,0.100285365,269900,165100,281500,282800,0.125949201,430000,230500,,,,,
2/28/2001,0.2985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248492.5,183.733,236.0325,168.0304,187,7.15,88.7,97.84,2.16,,,,0.3829,,5.5319,,271400,0.096399535,188800,191700,376300,337500,0.094796289,271400,166500,283000,284200,0.118148914,432500,231600,,,,,
3/31/2001,0.4543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257150,185.612,242.3525,173.667,188,9.34,85.45,97.2,2.8,,,,0.3164,,5.5324,,272600,0.090178059,189800,192900,377700,339200,0.089093088,272600,167700,284000,285300,0.109011999,434400,232500,,,,,
4/30/2001,0.4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265975,188.9221,240.9033,176.9326,189,10,84.41,98.2,1.8,,,,0.22,,5.5143,,273600,0.08357021,190600,194000,378900,340700,0.082278481,273600,168700,284700,286100,0.098058987,435600,233300,,,,,
5/31/2001,0.5967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264050,191.6198,237.3956,180.4146,190,13.25,79.8,97.34,2.66,,,,0.3662,,5.4494,,274400,0.07713964,191300,194800,379800,342000,0.07523511,274400,169600,285200,286700,0.086653386,436400,233900,,,,,
6/30/2001,0.5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268075,194.0311,233.7665,181.5577,190,14.72,78.01,98.83,1.17,,,,0.2999,,5.4516,,275000,0.072026801,192000,195600,380800,343100,0.067961165,275000,170200,285600,287100,0.075313808,436900,234600,,,,,
7/31/2001,0.5169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269050,196.378,232.0663,183.8055,190,18.62,73.07,97.16,2.84,,,,0.3064,,5.5,,275600,0.066445183,192600,196400,381900,344000,0.061633282,275600,170800,285900,287500,0.064783244,437200,235200,,,,,
8/31/2001,0.7151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269100,196.8321,232.132,183.5687,191,18.4,73.15,96.79,3.21,,,,0.4013,,5.5946,,276200,0.060989011,193100,197000,383100,345000,0.056214149,276200,171300,286300,287900,0.05548854,437500,235800,,,,,
9/30/2001,0.7272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266650,196.4515,233.3711,185.428,191,21.75,69.01,97.39,2.61,,,,0.4716,,5.577,,276700,0.05731441,193700,197600,384500,346100,0.051272313,276800,171700,286800,288400,0.047379756,437700,236500,,,,,
